,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
5425,Dog,36,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,"Sunshine is a jovial, playful and beautiful black greyhound mix, lanky and lean in body structure but only average in size. A little meek with other dog.She loves a variety of fruits and dog snacks. She loves to be stroked and hugged which she gets a lot from me. She has undergone full coarse of vaccinnation and spayed and ready for a loving home. If you are ready to commit to caring for her for the next ten years or more, please contact Mdm. Jocelyn at",10,4
6096,Dog,1,Mixed Breed,Female,Cream,No Color,Small,Short,No,No,Healthy,0,"Hi everyone, this cute little puppy was abandoned in a farm. Any kind soul would adopt him? Do contact me! :)",1,2
2132,Cat,41,Oriental Short Hair,Female,Black,White,Large,Medium,Yes,Yes,Healthy,0,"I love puteh so much but I can't keep her for long time because I have to move out to rent another house with friend so I am very sad cannot bring her to stay with me together. It's a problem that my housemate not allow me to keep puteh indoor because they have allergic and don't like cat. I wish that puteh will find a good new owner for take care of her and give her with hug and love. If you love to adopt puteh, please keep her indoor forever and not cage her or oudoor and don't sent her to boarding because I never keep her there. Please make sure that you will love her much with care and never hurt her. Puteh is a good girl and really understand me when I talk to her do not touch anything. Puteh love sleep with me and playing her toys. Puteh love eat royal canin. If you want adopt her, I will give all everything puteh to you.",5,4
4557,Dog,41,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,Dog for adoption,1,2
5894,Cat,4,Domestic Short Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,"Addorable, playful, loves cuddling. Had a really cute face 😻",2,4
961,Cat,7,Siamese,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,"Dim Sum was found with her mother at a market. Neutered and vaccinated, he is an active and playful kitty. Litter box trained. I hope you can adhere to below: 1. Must vaccinate him annually 2. Must keep him strictly indoor only for his welfare 3. Must not be kept in cage for too long 4. Must attend to his health and medical need (if any in the future, he is now healthy) 5. To avoid feeding low grade cat food (even mid range is appreciated) 6. To update me once in a while with his condition with photos Please give him a home and love, he will love you back unconditionally",7,2
5331,Cat,0,Domestic Short Hair,Male,Golden,Yellow,Small,Short,No,No,Healthy,20,"Jingle Bell was found yesteray evening at the back street of my house, the puppy that I'm fostering was barking at it and my neighbour told me that it was already alone the day before, we believe that it has lost its mama cat. Decided to foster it and find him a new home as he's too tiny and young to be alone outside(especially during this wet and cold season), I'm guessing it is only around 2-3 weeks old as it still doesn't know how to drink on it's own so I've been feeding her warm milk. Jingle bell is an golden orange color kitten with big and round black eyes, it has some white color on his paws like he's wearing socks. A very pretty kitten I would say. Please call me asap if you think you'll be a good owner to Jingle Bell! :D",5,1
6713,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,"Condition: healthy If interested, please WhatsApp me directly:",5,4
2786,Cat,6,Oriental Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0, McD. Loving & docile. Gives kisses. Manja. She will make you fall in love with her sweet nature. Vaccinated & spayed.,6,2
614,Dog,2,Mixed Breed,Female,White,No Color,Large,Short,Yes,No,Healthy,0,"These pups were found in an abandoned house. We are fostering them at the moment and hoping we could find them a loving home soon! Do contact me if you are interested, we are located in shah alam and wouldn't mind sending it over to your place if you are in klang valley!:)",1,4
10081,Dog,7,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Yes,Healthy,0,"Healthy, playful manja girl looking for a home sweet home.Alrdy spayed and ready for a home.",4,3
8119,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,No caging or tying for long hours except for precautionary purposes Commitment to spay her is compulsory,2,2
5099,Dog,2,Mixed Breed,Female,Black,Cream,Medium,Short,Yes,No,Healthy,0,Puppy was found dumped on the street together with her siblings. She is now safe and waiting to be re-home.,2,4
10509,Cat,12,Siamese,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,"Yoyo was 1kg when i first found her, six months old then. Skinny, sick and unhappy. Now, she is almost 1 year old, vaccinated and Dewormed. Playful, but always get sick because of her staying environment now. She stays in animal clinic, whereby lots of virus. Yoyo loves bathing, loves to be carry, loves to play hide and seek. Possible adopter must have experience on how to take care of a INDOOR cat. Owners without any other cats will get consider first. Terms and conditions apply.",9,3
8808,Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Medium,Yes,Not Sure,Minor Injury,0,"Dobby was found stuck in a drain in Bangsar. Been taking care of her for about a week now. She was in a really bad condition but has been sent for grooming and deworming. A very playful kitten, and will not leave you bored.",3,4
5729,Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,20,"This is a female cat, born on 24th of April . Her mother is the cat that i owned and gave birth to her. She is a very active cat, very small kitten, she is able to eat normal cat food now. You can direct whatsapp me at for info and to arrange meet up! I will be around subang jaya till nextweek (9/7/17) before i am off for my studies. Adoption is negotiable.",4,4
8910,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,50,Willy was found at Tesco Puchong & looking for loving home.,1,3
7040,Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"Seekor ibu dengan 2 ekor anak jantan dan betina.Anak-anak masih menyusu.Ginger seekor ibu yang pandai menjaga anak sendiri dan anak-anak kucing lain, manja dan tak banyak karenah. Saya amat berharap agar ada sesiapa yang sudi mengambil Ginger dan anak-anaknya supaya mereka mempunyai tuan dan tempat tinggal tetap yang selesa. Jika berminat sila hubungi.",5,4
11211,Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,Dog 4 Adoption,2,2
4922,Cat,28,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,"Eddy was adopted when he was 3 months and neglected by the adopter, i took him back when i found out. Nurtured Eddy back to health and he was adopted a second time by another but they had many other pets and were not able to give Eddy the attention he needed so he kept running away. Eddy needs someone who will love and care for him. Eddy needs someone who can pay individual attention to him. Eddy needs someone will be patient with him.",7,0
25,Cat,1,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,tataO betine ke jantan...ank pd ibu gak,1,1
5124,Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,"cute, active, adorable",4,2
9449,Cat,3,Persian,Male,White,No Color,Medium,Long,No,No,Healthy,700,Solid white kitten ready foe new home Cute hyper aktif n chubby too Diet royal canin Thank you,3,2
6056,Dog,48,Silky Terrier,Female,Black,Cream,Medium,Medium,Yes,Yes,Healthy,0,"Batman is an adorable, well-behaved dog. Unfortunately her owner, who adopted Batman when she was 2, has to give her away due to some kids staying with her who have sensitive skin. Looking for a dog lover who can take good care of Batman. She seldom barks, very tame and can mix with any dog. Goes for walk every evening where she does her pee and poo. She is about two feet long with nice hair, which may require occasional grooming. She likes company n sleeps indoor but don't jump up on the sofa or go upstairs. No tying up or caging. Call if interested. July 30: Owner MAdam Chong has decided to keep Batman after all.",3,1
2042,Cat,2,Bengal,Male,Gray,White,Small,Medium,No,No,Healthy,0,"I found out side along and mother left him,I clean and wash with flea shampoo and dewormed 3 times. he is playful and lovely also very shy kitten as you can't imagine how one cat can be shy !! I took him to vet clinic 2 times he is ok and good just he like eat too much you should control 3 times at day! price: he is free but if you like can donate to street cats as I feeding them every day !",5,1
10484,Cat,8,Domestic Medium Hair,Female,Black,No Color,Small,Medium,No,Yes,Healthy,80,"URGENT: Black kitten with yellow eyes. Playful, smart and friendly. Needs to be spayed. Cannot keep with me, as housemate has allergy to cats. Interested adopters (ONLY SERIOUS, NO STUDENTS) that are willing to give her a permanent home, please feel free to whatsapp me at or message me at.",6,4
10100,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,"3 months black kitten found on the street and we are currently fostering him. Male, long tail, fully black, cat litter trained, active and playful, dewormed and ready to be rehome! Location: Letoro Grooming Bandar Puteri",2,2
1114,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Minor Injury,0,"Very fierce. Bark at stranger. Fast in learning. Very patient to handler. Can run fast and doesn't like stranger (good watch dog character). Love playing with kids. Love walking She was dumped by some hardhearted owner by the roadside. Within days, she got injury and minor skin problem. Now i have dewormed her and treated her skin. She is ready to go to play with you now. Please consider her. Can you please give her a good home? This is the best time to adopt (2-3 months). you can train her and she will be really loyal to you",4,4
1619,Dog,72,Labrador Retriever,Male,Cream,No Color,Large,Medium,Yes,No,Healthy,0,"Our family adopted Lucky 3 years ago after our previous dog past away from old age. We weren't intending of getting another dog after the pain we went through seeing our beloved dog passed away. But when we saw the state in which Lucky was in when he was found by our neighbour (wound marks on his neck and body), we had a change of heart. We knew Lucky needed us. We took him to the vet to be vaccinated. He was found to have heart worm hence the breathlessness which we noticed when we played with him. We got him treated. It was a stressful three months during the treatment period since he was not to be excitable for fear of getting a stroke. It was difficult because he was an energetic dog who gets happy and excited whenever we are around. Thankfully, he survived and has since been living a healthy life. Lucky is playful, loving and very loyal. He loves company and is very affectionate. He gets along well with kids. Our family will be relocating overseas and hence we are looking for a good owner who will offer him love and care.",6,0
